income,family_size,previous_claims,benefits_received,loan_default,property_owned,age,aadhar_linked_accounts,phone_linked_accounts,rural_flag,location_changes,application_frequency,same_bank_accounts,ip_application_count
15000,3,0,0,0,2,43,1,1,0,0,0,1,2
57394,2,1,1,1,0,45,1,1,0,1,3,1,4
15203,4,2,1,1,0,68,1,4,0,2,1,1,5
129844,3,0,0,0,0,41,1,2,0,0,0,0,1
41417,3,1,1,0,0,34,2,1,0,2,1,1,2
62042,3,0,0,0,1,51,1,1,0,0,0,0,0
37855,9,2,2,1,1,21,1,2,1,1,1,1,5
20448,4,2,1,1,0,58,2,1,0,0,5,2,5
33271,3,0,0,0,0,29,1,3,0,0,1,0,2
25304,1,1,1,1,0,26,3,2,1,0,2,0,1
29767,8,2,1,0,0,40,2,1,0,2,2,0,2
54216,4,2,2,1,0,26,2,1,0,2,3,2,6
15000,3,3,3,1,0,41,2,1,0,3,2,1,4
73147,3,3,1,1,1,54,2,1,0,4,6,0,2
70463,6,2,2,1,0,24,2,1,0,1,2,0,1
15000,6,1,1,1,0,48,2,1,0,1,6,1,4
28609,1,1,1,0,0,18,4,2,0,1,0,1,3
21546,7,4,4,0,0,30,2,1,0,1,4,0,3
82364,5,2,1,0,0,48,1,1,1,1,2,1,3
93823,5,1,1,0,0,18,1,1,1,0,1,2,2
15000,4,2,1,0,0,32,2,1,0,0,6,3,0
168661,5,0,0,0,0,42,3,1,1,1,2,0,0
15000,4,0,0,1,1,60,1,2,0,2,2,0,4
15000,4,1,1,0,0,37,1,1,0,0,3,1,1
26466,5,1,1,1,1,33,1,4,0,2,5,1,6
51509,3,0,0,0,0,40,3,1,0,1,0,1,1
55734,3,0,0,0,1,64,2,2,0,0,0,0,0
19537,2,3,2,1,0,46,1,1,1,1,4,0,6
58882,3,6,6,0,0,46,3,1,0,1,6,2,1
15000,10,4,4,0,1,48,1,3,0,3,3,1,5
35268,6,1,1,0,0,18,1,1,1,1,1,1,2
115852,5,0,0,0,1,22,2,1,1,2,0,2,4
56942,8,1,1,1,0,23,2,2,0,2,6,2,4
51602,4,3,2,1,0,47,1,1,0,2,5,0,4
68732,1,4,4,1,0,55,2,2,1,3,1,0,3
54770,3,0,0,0,0,18,1,2,0,0,1,1,1
19574,4,0,0,1,0,37,2,3,0,1,5,2,4
83951,3,0,0,1,0,26,1,1,0,0,2,3,5
47668,3,1,1,1,1,34,1,2,1,0,8,1,7
27715,4,3,3,1,0,30,1,1,1,2,5,0,3
60098,2,0,0,0,0,38,2,1,1,1,0,2,0
63903,3,0,0,1,0,22,2,4,0,1,3,0,4
38088,5,2,2,1,0,34,1,1,0,1,2,0,8
169918,4,3,1,1,1,38,1,1,1,4,1,0,5
48552,2,0,0,0,1,18,1,1,0,0,2,2,1
35101,3,0,0,0,0,18,1,2,0,0,0,1,2
61699,5,0,0,0,1,28,5,3,0,2,0,1,0
115561,3,1,1,1,0,30,3,1,0,1,3,0,2
35901,4,1,1,0,0,32,1,2,1,1,1,0,0
19101,4,2,2,0,1,29,4,1,0,0,3,0,1
107124,4,2,1,0,0,18,1,2,0,1,2,0,2
15000,3,1,1,0,1,33,2,1,1,1,1,2,3
74202,3,0,0,0,0,45,2,1,0,0,0,2,0
33283,4,0,0,0,0,19,1,2,0,1,2,3,1
30118,2,2,2,0,0,35,3,1,1,1,3,1,3
91564,7,3,2,1,0,54,2,2,0,1,5,3,8
28577,5,1,1,1,0,23,5,1,1,1,5,0,1
39901,1,0,0,0,0,18,2,3,0,1,2,0,3
16296,6,0,0,1,0,39,4,2,0,1,4,0,8
70034,6,4,2,0,0,27,3,2,0,2,1,0,6
17184,3,1,1,0,0,32,2,4,1,1,1,0,1
59922,2,0,0,0,0,57,2,2,0,1,3,2,1
43083,3,0,0,0,1,22,2,2,0,1,0,2,2
63906,3,5,1,0,0,36,1,1,1,2,4,0,1
45424,4,1,1,0,0,49,2,4,1,3,1,1,1
67998,5,5,5,1,0,42,3,1,0,0,7,1,9
106092,4,0,0,0,0,28,1,2,1,2,2,1,1
153933,3,5,3,1,0,48,1,1,0,2,7,0,5
99119,5,4,4,1,0,46,2,1,1,2,6,0,4
51944,4,5,2,0,0,38,3,1,1,1,2,1,2
75193,3,1,1,0,0,36,2,2,1,1,1,1,1
103967,5,1,1,1,3,51,1,4,0,0,2,3,4
121049,3,3,1,0,0,47,1,1,0,3,1,0,3
33806,3,1,1,0,0,20,2,1,0,1,0,1,1
46634,8,0,0,1,1,40,2,1,1,1,1,1,2
15960,4,2,2,1,0,36,2,2,0,0,8,2,2
26851,3,0,0,0,2,54,2,1,0,0,1,1,0
15000,4,0,0,0,0,36,1,1,0,0,1,1,2
15000,4,1,1,0,0,21,3,1,0,0,1,0,1
41835,5,0,0,0,0,42,2,1,1,0,0,0,0
23614,1,2,1,0,1,43,3,3,1,2,1,0,1
25053,5,2,1,1,0,64,2,1,0,3,5,0,6
15672,1,1,1,1,1,48,2,2,0,1,5,0,4
35218,4,3,1,0,1,47,5,1,0,4,2,1,6
71301,6,0,0,0,0,27,1,2,0,0,0,0,1
55077,2,1,1,0,1,34,2,1,0,1,1,1,2
22677,4,0,0,0,0,49,1,1,1,0,0,3,2
120953,8,1,1,0,2,30,1,1,0,0,1,0,1
81479,5,3,2,1,0,19,3,3,1,2,7,0,8
28254,8,4,4,0,0,34,2,3,0,3,3,3,3
45219,1,0,0,1,1,53,4,1,1,0,2,0,5
16710,5,3,1,0,0,22,3,4,0,3,2,2,3
17689,4,5,1,1,0,27,2,1,1,2,3,0,2
168669,7,0,0,0,0,40,1,1,1,1,1,1,2
18494,3,0,0,0,0,48,1,3,1,1,0,0,3
138867,4,2,2,0,0,38,1,2,0,0,3,2,0
40999,3,1,1,1,0,25,2,2,0,2,6,0,5
15000,3,0,0,0,0,60,2,1,0,1,2,3,2
15000,4,2,1,1,0,22,1,2,1,0,2,0,6
19491,4,0,0,1,0,23,1,1,0,2,3,1,3
34874,4,2,2,0,0,50,3,2,1,1,0,1,0
59472,7,1,1,0,0,24,2,3,0,2,1,1,4
25065,3,2,2,1,0,25,1,1,1,1,5,2,7
15000,5,1,1,0,0,41,5,1,1,0,2,1,0
15000,5,3,2,1,0,41,3,1,1,1,0,0,4
51965,4,0,0,0,0,41,2,4,0,0,1,0,1
21818,5,0,0,0,1,46,3,3,1,1,1,0,1
149616,4,2,2,0,1,52,2,1,0,1,3,3,1
29958,5,1,1,1,1,41,1,2,0,0,5,0,3
26824,4,0,0,1,0,42,1,2,1,0,1,0,2
18015,3,2,1,1,0,48,2,2,0,2,2,0,8
17293,5,1,1,1,1,53,1,1,0,1,2,2,3
17933,5,2,1,1,0,20,1,1,0,1,5,0,4
111953,1,2,2,0,0,40,2,3,0,2,0,2,3
15000,4,3,1,0,0,38,2,1,0,3,1,0,1
41335,3,0,0,1,0,57,2,1,0,1,2,2,3
170875,2,0,0,1,1,39,3,1,1,1,2,0,4
89166,3,1,1,0,0,57,3,1,0,0,1,2,1
35968,4,0,0,0,0,26,2,1,0,0,1,2,1
15000,5,1,1,0,0,31,4,1,0,0,0,1,1
15000,5,0,0,1,1,22,5,1,1,1,3,1,7
44246,5,0,0,1,0,24,4,1,0,2,7,0,2
49413,5,2,1,0,0,47,2,3,0,2,4,0,1
49382,9,0,0,0,0,47,3,1,1,0,2,2,0
23512,5,0,0,0,1,40,1,2,1,0,0,0,1
29574,4,1,1,0,0,32,4,3,0,0,0,3,1
126019,2,3,1,1,0,37,2,3,0,3,3,2,2
32510,4,1,1,1,0,33,4,1,0,0,3,0,6
40331,4,2,1,1,1,48,2,1,0,3,2,0,5
37694,4,4,3,1,0,49,2,3,0,3,4,1,8
24440,6,2,2,0,0,27,1,1,0,0,0,1,0
59452,2,2,1,0,0,44,3,1,0,1,2,1,2
20492,3,1,1,0,0,38,3,2,1,3,3,2,5
15000,4,2,2,1,0,49,1,2,1,0,9,0,4
24074,2,0,0,0,0,48,4,1,0,0,0,1,1
70090,1,2,2,0,1,32,1,2,1,0,3,0,0
34141,3,0,0,0,1,39,1,1,0,1,3,3,0
70369,3,0,0,0,0,34,2,1,0,2,0,3,1
40359,2,0,0,0,0,27,1,2,0,2,0,3,0
30381,7,1,1,0,0,41,2,2,0,0,2,0,1
15000,3,0,0,0,0,45,1,1,0,0,1,2,0
36970,4,5,1,0,0,26,2,1,1,2,2,3,2
30969,6,2,1,1,0,40,2,1,0,4,4,2,6
46668,8,1,1,1,0,33,1,1,1,0,4,0,2
15344,3,0,0,1,1,35,3,1,0,0,1,1,5
15000,9,1,1,1,0,49,1,2,0,0,5,2,6
55506,2,2,1,1,0,49,3,2,0,1,4,1,0
15000,4,6,2,1,1,36,3,1,0,2,8,2,5
31590,4,0,0,0,0,19,1,1,0,0,2,1,1
28379,6,1,1,0,0,41,2,4,0,1,0,1,1
79767,5,0,0,0,0,39,4,2,0,2,0,1,2
161707,10,1,1,0,0,33,3,1,0,0,3,0,1
15000,3,3,1,0,0,33,3,2,0,0,1,1,1
42578,5,6,4,1,0,52,3,1,0,1,6,0,2
143675,6,1,1,1,1,44,1,1,1,1,2,0,1
83071,2,4,2,1,0,18,2,1,0,2,7,1,4
76970,3,0,0,0,1,37,2,1,0,0,1,2,2
22447,2,0,0,0,0,52,4,1,1,0,1,2,0
41282,3,0,0,1,0,24,1,1,0,2,6,1,8
15000,1,3,2,1,0,18,2,4,0,2,6,0,4
15000,2,0,0,1,0,18,1,1,0,1,3,1,3
63820,6,0,0,1,0,33,1,1,0,2,4,1,2
37080,4,1,1,1,0,33,2,1,0,2,3,3,4
15000,5,4,3,0,0,36,2,2,0,1,2,3,1
25079,4,4,4,1,0,34,2,3,1,2,7,1,6
29335,1,0,0,0,0,41,1,1,1,2,0,2,2
90679,5,2,1,0,0,34,3,1,0,1,1,1,3
25358,3,1,1,0,0,33,1,2,0,0,3,2,0
54590,2,0,0,1,0,35,3,2,0,2,2,0,2
22990,8,0,0,1,2,49,2,1,0,1,3,2,3
37665,4,6,3,0,0,35,2,1,0,1,3,1,0
15883,6,5,4,1,0,37,2,1,0,1,4,2,2
139989,5,3,2,0,0,29,1,1,0,4,1,1,3
27493,3,4,3,1,0,57,2,2,0,0,4,0,2
56780,7,3,3,0,0,33,2,2,0,1,0,1,5
16608,4,1,1,0,1,30,1,2,0,0,1,1,0
31902,7,1,1,0,0,51,1,1,0,1,2,0,2
49173,3,2,1,0,0,36,2,1,0,0,0,3,2
51520,3,0,0,0,0,34,4,3,0,0,3,1,1
119196,3,5,1,1,1,26,1,1,1,2,4,1,6
45757,4,1,1,0,0,44,1,1,0,1,0,0,0
36909,3,2,1,1,0,37,2,1,1,0,5,1,3
30929,4,2,2,1,0,33,2,2,0,2,4,0,1
31661,5,0,0,1,1,26,4,4,0,4,5,2,5
59060,4,1,1,0,0,30,3,3,0,0,0,2,1
15000,5,0,0,1,0,64,1,4,0,3,3,0,9
23591,2,1,1,0,0,34,3,1,1,0,1,2,2
15000,6,5,1,1,1,62,4,1,1,1,10,1,4
55898,3,0,0,0,0,61,1,1,0,0,1,0,1
21907,3,0,0,0,0,31,2,2,1,0,1,3,0
18763,6,1,1,0,0,42,2,1,0,2,1,1,3
26821,5,1,1,0,0,19,1,2,1,1,0,2,1
51637,7,2,2,1,1,52,2,1,1,2,1,0,7
56969,4,1,1,0,0,36,4,1,0,1,0,2,2
89784,3,1,1,0,0,24,1,4,0,0,1,1,0
60554,2,4,1,0,0,45,1,1,0,0,3,1,0
34870,6,5,3,0,0,39,2,1,0,0,3,1,2
117750,4,3,3,0,0,36,2,1,0,1,3,0,1
53330,5,0,0,0,0,34,2,3,1,0,1,1,1
28518,8,0,0,0,0,57,4,2,0,2,1,1,2
15000,10,0,0,0,0,30,1,4,0,2,0,3,1
41950,5,1,1,0,1,26,1,1,1,2,1,1,1
41186,3,5,4,1,0,49,1,1,0,3,1,1,5
22961,2,0,0,0,0,48,2,1,0,0,3,0,0
41131,4,2,1,1,0,24,3,2,0,1,2,1,2
25605,4,1,1,0,1,37,1,2,1,1,2,1,3
85402,5,5,3,0,1,23,3,1,1,1,6,0,2
37675,1,0,0,0,0,35,1,1,1,1,0,0,3
59988,3,0,0,0,0,36,2,2,0,1,1,0,2
84919,6,2,2,1,0,54,2,2,0,3,5,1,3
30654,6,4,3,1,0,29,1,2,1,4,2,1,8
72710,6,4,3,1,0,40,1,2,0,5,6,0,5
47714,3,2,1,1,0,34,2,2,0,2,4,0,4
36838,5,0,0,0,0,35,2,2,1,0,0,2,1
41731,2,1,1,0,0,27,1,2,0,1,2,0,3
20499,4,2,2,0,0,59,2,1,0,0,1,0,1
58484,5,1,1,1,0,30,2,1,1,1,3,0,4
146032,2,0,0,0,0,38,1,1,0,0,3,2,1
122967,3,1,1,1,0,42,1,1,0,0,6,1,5
15000,8,0,0,0,0,32,1,3,1,0,2,0,0
64302,3,0,0,1,0,55,2,1,1,0,5,3,3
18508,3,1,1,0,0,49,2,1,0,2,2,1,2
41780,10,0,0,0,1,18,1,1,0,1,0,2,2
51984,2,5,3,1,0,53,2,1,1,3,5,0,5
38625,3,0,0,1,1,50,2,1,1,0,5,0,5
34120,4,2,1,1,0,44,1,2,0,3,2,0,5
82846,3,1,1,0,0,35,1,3,1,0,3,1,1
15000,3,3,2,0,0,45,1,2,0,0,3,3,1
74399,4,3,1,1,1,18,2,1,0,1,5,1,4
50439,1,0,0,1,0,23,2,1,1,0,5,0,7
110959,2,2,2,0,0,48,2,1,0,1,4,1,0
37505,2,0,0,1,0,48,4,2,0,1,0,3,2
27075,4,2,2,0,0,33,1,1,1,2,2,2,2
15000,6,0,0,0,0,32,1,1,1,0,0,0,1
27772,4,1,1,0,1,58,1,3,0,0,1,1,0
39965,3,0,0,0,0,47,2,1,0,0,1,0,0
65776,2,1,1,0,0,29,1,2,0,2,2,1,1
48690,6,0,0,0,1,34,1,2,0,0,0,0,3
19610,8,0,0,1,0,46,2,3,1,1,2,2,2
21322,4,2,2,0,0,34,2,4,0,0,1,0,1
148220,3,2,2,0,0,44,1,1,0,2,2,1,3
15000,3,2,2,0,0,38,1,1,0,0,1,0,0
237824,4,0,0,0,0,49,1,1,1,0,2,1,1
64460,5,1,1,0,0,27,2,1,0,0,0,0,2
21967,4,2,1,1,0,35,4,1,0,2,2,0,4
55139,4,0,0,0,0,32,1,1,0,2,0,0,1
15000,4,0,0,0,0,28,3,2,0,0,1,1,1
115299,7,1,1,1,0,29,1,1,0,1,2,1,6
33939,2,0,0,0,0,32,1,2,1,0,2,1,1
88878,7,2,2,1,0,34,3,2,1,0,6,0,3
15209,8,2,2,1,0,29,2,2,0,2,3,0,4
32235,2,1,1,0,0,27,2,1,0,2,1,0,4
15475,3,0,0,0,0,28,5,3,1,0,0,0,0
22131,7,4,1,0,0,61,2,1,1,2,2,1,2
48237,4,4,4,1,1,42,3,1,0,1,6,0,10
22175,5,1,1,0,0,53,2,2,0,0,4,3,2
38927,5,1,1,1,0,59,1,2,0,0,4,1,4
24864,4,0,0,0,0,22,1,2,0,0,1,2,2
56883,1,0,0,0,0,51,2,1,0,1,1,1,0
39425,3,1,1,0,0,35,2,1,0,0,3,1,1
42432,2,3,3,1,0,50,2,1,0,4,4,1,5
16410,2,0,0,0,1,43,3,1,0,0,2,2,0
15000,7,0,0,0,0,67,2,1,1,0,3,0,1
31454,3,1,1,0,0,47,1,1,0,2,2,2,2
88858,2,1,1,0,0,39,3,1,0,1,0,2,0
20131,3,2,2,1,0,38,3,4,0,0,5,1,4
71100,3,3,2,1,0,41,1,3,0,0,0,0,5
15000,2,5,1,1,0,42,2,1,0,0,4,1,4
31401,1,0,0,1,0,26,1,3,1,1,2,2,3
99091,6,3,2,0,0,53,1,2,0,0,3,1,0
187358,8,0,0,0,1,37,2,2,1,0,1,1,1
39161,4,0,0,0,0,20,2,2,0,4,0,1,1
168076,2,1,1,1,0,35,1,1,0,0,6,0,5
30837,4,3,2,1,0,50,1,4,0,2,3,1,5
23998,3,1,1,0,0,44,4,2,0,1,2,2,1
100314,2,1,1,1,2,53,1,1,0,0,2,1,4
20991,8,3,2,0,1,37,1,2,1,1,2,0,1
16592,7,0,0,1,0,45,1,2,0,1,3,2,5
86963,1,0,0,0,0,41,1,3,0,0,1,0,2
25243,6,0,0,0,0,48,4,3,0,0,2,0,1
300000,5,1,1,0,0,47,1,2,0,0,0,3,2
67357,2,0,0,0,2,44,1,1,0,0,0,0,0
300000,6,3,1,0,0,67,3,2,0,2,3,1,2
15000,5,5,4,1,0,40,2,2,0,2,2,0,5
15000,3,0,0,1,0,28,2,2,1,1,3,1,2
38162,5,1,1,0,0,26,4,1,0,0,2,1,2
15000,5,1,1,1,1,45,2,1,0,2,4,3,4
48148,2,4,3,1,0,30,2,1,1,1,7,0,7
30165,6,0,0,0,0,35,4,1,0,0,0,0,0
41404,2,1,1,1,1,29,4,1,0,1,1,1,9
19943,3,5,2,1,0,48,3,1,1,1,3,0,4
118135,3,1,1,0,0,42,1,1,0,0,1,0,0
15000,5,2,1,0,0,56,2,1,0,1,1,2,2
17613,3,0,0,1,0,31,1,3,0,1,3,1,5
56359,2,0,0,0,0,57,3,2,0,0,0,1,2
15000,3,3,2,1,0,21,1,2,1,2,5,0,2
15000,4,1,1,0,0,55,2,2,0,0,1,0,1
159824,3,1,1,0,0,34,2,2,0,0,2,1,2
33310,4,4,4,0,0,36,3,1,0,4,6,1,1
25001,4,3,3,0,0,33,1,1,0,1,4,1,1
108277,2,0,0,1,0,37,3,2,1,1,8,0,4
34165,5,6,1,1,1,18,3,2,0,3,7,2,5
163987,2,1,1,1,0,30,3,1,0,2,4,0,6
25163,3,3,3,1,0,37,2,2,0,2,2,0,7
21940,2,0,0,0,0,22,2,2,0,1,1,1,1
38986,4,4,3,1,0,39,1,2,0,3,2,0,5
15000,2,0,0,0,0,27,1,1,0,0,3,1,0
28075,7,6,2,1,0,34,2,1,0,1,4,3,7
45207,5,5,5,0,0,37,3,2,1,4,2,0,5
38472,4,5,5,0,1,65,2,1,0,2,2,0,3
15255,2,1,1,0,0,63,3,2,0,1,1,1,0
15000,4,1,1,1,0,37,1,2,0,0,2,0,7
36637,4,0,0,0,1,24,2,2,0,1,1,0,6
65049,1,1,1,1,0,51,2,1,0,1,4,1,5
15000,3,2,1,1,0,29,3,1,0,1,3,0,7
23529,2,1,1,1,0,21,4,1,1,3,3,2,6
15000,6,1,1,1,0,45,2,1,1,0,4,1,4
35173,4,2,1,1,0,18,3,2,0,1,3,0,6
27646,2,0,0,1,0,33,1,2,0,2,2,2,6
15000,2,1,1,0,1,33,1,1,0,1,3,1,1
28473,4,2,1,1,1,45,2,1,0,1,3,1,4
54493,5,3,2,0,1,64,3,2,1,2,3,2,2
21752,4,0,0,1,0,51,1,2,0,1,2,1,1
57291,3,4,2,1,0,29,2,1,1,2,4,0,5
160030,3,1,1,0,1,57,1,1,1,2,4,0,4
107647,3,2,1,0,0,19,4,3,0,1,1,1,0
27459,6,2,1,0,1,48,3,3,0,4,2,0,3
76034,1,2,2,0,1,23,2,4,0,0,0,2,2
54606,3,0,0,1,0,46,3,3,1,3,3,2,6
26944,5,5,3,0,1,23,1,2,0,2,4,1,2
36803,3,0,0,0,0,33,1,1,0,0,1,1,1
109149,3,2,2,0,0,39,4,2,0,2,2,1,2
21059,5,2,1,0,0,39,2,3,0,1,3,0,2
18451,2,1,1,1,0,58,2,1,0,3,2,2,6
27667,2,3,3,1,0,61,1,1,0,3,3,0,5
30282,5,0,0,0,0,44,1,2,1,1,1,0,1
18933,3,1,1,1,0,29,4,1,1,5,6,1,5
82325,3,0,0,0,1,35,1,2,0,0,2,1,3
46038,5,1,1,1,1,43,3,1,0,0,4,2,4
300000,2,1,1,0,1,23,1,2,0,0,0,2,0
33238,5,1,1,0,0,47,2,4,0,1,2,0,5
39421,3,0,0,0,0,26,1,3,1,0,2,3,0
85988,1,0,0,0,0,24,1,1,0,1,1,1,0
20325,1,1,1,1,1,44,1,1,0,1,5,0,3
20107,2,4,1,1,0,26,2,1,1,1,3,1,4
29907,3,2,2,1,1,68,5,1,1,0,3,0,2
15000,3,5,5,1,0,20,1,1,0,1,3,1,8
16208,3,5,2,1,1,58,2,1,0,5,8,0,6
48202,5,0,0,1,0,22,2,1,0,2,2,0,3
19257,4,0,0,0,0,59,5,1,0,0,0,0,1
199935,4,1,1,0,0,46,2,1,0,2,0,3,2
278408,6,0,0,0,0,58,2,3,0,3,0,0,3
64721,4,0,0,1,0,40,1,2,1,1,4,0,4
15000,5,2,2,0,0,38,1,3,0,1,4,0,0
69845,3,1,1,0,2,45,3,2,1,0,1,0,1
71945,2,2,1,1,1,18,5,1,1,3,6,0,6
47924,1,0,0,0,0,33,2,2,0,1,1,1,1
35999,2,5,1,0,1,43,1,2,0,0,3,0,0
38392,4,0,0,0,0,41,1,2,0,1,0,1,2
66525,9,3,1,1,1,59,1,1,0,0,3,1,6
15000,3,1,1,0,1,46,3,1,0,2,2,1,1
26731,7,0,0,1,0,43,1,1,0,0,6,0,4
47554,4,2,2,0,0,39,4,1,1,0,1,2,1
57841,6,1,1,0,0,38,2,2,1,1,3,0,3
29891,2,0,0,0,1,42,3,1,0,2,1,1,3
48855,2,4,2,1,0,63,4,1,0,1,6,1,4
26847,1,0,0,0,2,53,1,3,1,1,1,1,0
78710,6,2,1,0,0,29,2,1,0,1,3,3,1
15000,9,4,3,0,0,29,4,1,0,0,5,0,0
72184,5,2,2,0,1,48,1,1,0,2,2,2,2
15000,7,2,2,1,0,37,1,1,0,2,3,0,7
17294,3,0,0,0,0,29,2,2,1,1,0,0,0
53282,3,1,1,1,1,45,3,1,0,0,6,0,7
59767,4,1,1,0,0,47,3,3,0,0,1,3,1
38021,2,3,3,0,1,33,2,1,0,1,3,1,0
58785,2,0,0,1,0,43,5,3,0,0,4,2,5
141763,4,1,1,1,1,24,1,3,0,0,2,3,3
76711,5,0,0,0,1,63,2,2,1,0,1,1,1
34432,7,0,0,1,1,46,2,3,0,0,0,1,2
15951,7,2,2,0,0,43,3,1,0,1,3,2,3
15000,5,1,1,1,0,28,2,2,0,2,3,0,7
28099,4,0,0,1,0,30,1,2,0,1,2,0,6
45966,3,1,1,0,0,30,2,1,0,0,3,0,1
23146,6,0,0,0,0,23,2,1,0,0,1,0,0
25986,2,2,2,0,1,34,2,1,1,1,1,1,1
53780,4,3,2,1,0,43,2,1,0,1,9,0,5
16937,7,0,0,0,0,43,3,1,0,0,1,3,1
19451,5,5,2,1,0,39,4,3,0,1,9,0,3
25109,4,2,1,0,0,26,1,1,1,2,0,1,1
21651,2,5,2,0,0,30,1,4,0,1,3,1,0
118302,1,0,0,0,0,55,2,1,1,0,1,3,0
34745,2,0,0,0,0,18,5,1,1,0,2,1,0
17607,2,0,0,0,2,29,1,1,1,0,0,3,0
22987,2,0,0,1,0,58,3,1,0,0,3,0,4
84327,3,0,0,1,2,42,1,1,0,2,1,2,8
43941,3,0,0,0,0,59,3,1,0,1,1,1,1
50199,1,3,2,0,0,51,1,1,0,2,3,0,4
48047,3,0,0,0,1,53,3,1,1,1,0,1,3
60232,5,1,1,1,1,43,1,1,1,0,2,1,1
54273,8,4,4,1,0,18,2,2,0,2,4,0,10
39210,4,2,2,0,0,23,1,2,0,0,2,0,1
31344,3,0,0,1,1,44,1,1,0,1,7,0,5
36854,8,1,1,1,0,37,3,2,0,3,4,0,5
94333,4,6,2,0,1,34,1,1,0,1,5,1,0
46330,5,0,0,0,0,40,1,3,0,0,0,0,4
26170,4,4,2,0,0,26,5,4,1,0,5,1,1
17740,5,6,5,1,1,42,1,2,0,0,5,0,4
34008,5,1,1,1,0,46,1,1,0,1,3,0,2
26616,1,2,1,1,0,40,2,2,1,2,4,1,6
67863,5,2,2,1,0,40,2,4,0,1,0,0,5
36485,5,1,1,1,0,48,1,1,0,2,2,1,3
15000,5,0,0,0,0,39,3,3,0,3,0,0,3
42527,4,6,2,1,0,39,2,1,1,0,6,1,1
36882,9,0,0,0,0,44,1,3,0,0,0,2,1
131269,3,1,1,0,0,24,2,2,0,0,1,0,0
300000,7,0,0,0,0,18,2,2,0,1,0,1,1
18663,4,0,0,1,0,24,2,1,1,1,7,0,9
18180,5,0,0,0,0,53,2,2,0,1,1,1,1
22132,3,2,2,1,0,47,4,1,1,1,4,0,4
155672,2,5,4,1,1,38,2,1,1,2,3,1,4
25081,2,1,1,0,0,43,2,1,0,1,1,1,3
15000,2,1,1,0,0,26,1,1,1,1,2,0,1
15000,2,4,4,0,0,30,2,1,0,1,3,0,1
53188,4,2,2,1,0,36,4,2,0,1,4,1,2
45504,5,1,1,0,1,56,2,1,0,0,1,3,1
55236,6,2,1,1,1,64,1,1,0,0,3,3,4
85899,2,1,1,0,0,26,3,1,1,0,1,1,2
52091,9,2,2,0,0,39,1,1,1,1,5,1,2
15000,4,0,0,0,0,41,2,1,0,0,0,0,3
35221,4,1,1,1,1,49,1,1,0,1,2,2,4
35635,4,6,4,0,0,52,1,1,0,4,4,0,6
32010,5,2,2,1,2,55,2,2,0,1,4,0,5
84465,2,3,2,1,0,29,1,3,0,1,3,1,6
15000,7,1,1,0,0,51,2,2,1,1,1,3,0
33293,5,1,1,0,0,54,2,3,0,0,1,0,1
27813,10,0,0,0,0,54,1,3,0,0,0,2,2
108492,4,0,0,0,0,29,5,1,1,1,2,1,2
67108,3,0,0,0,1,59,5,4,1,0,0,1,2
17910,3,0,0,0,0,44,1,2,0,1,1,1,0
15000,3,0,0,0,0,46,2,2,0,0,1,1,1
42696,7,1,1,0,0,22,3,2,0,1,2,1,0
61698,8,1,1,0,0,50,1,2,0,0,3,2,0
18746,3,1,1,1,0,40,1,3,0,0,2,0,7
16891,2,1,1,1,2,53,3,2,0,1,2,1,9
122756,3,0,0,0,0,43,3,4,0,0,3,1,1
84250,2,1,1,0,0,42,1,4,0,0,2,2,1
21756,2,4,1,0,2,38,1,2,0,3,1,2,2
15000,3,4,3,1,0,34,5,1,1,1,10,1,4
20487,5,0,0,1,0,25,2,4,1,0,2,0,5
25485,4,3,2,1,0,31,1,3,1,1,3,0,7
15000,7,2,1,1,0,25,1,4,0,2,6,0,4
97856,3,3,1,0,0,40,3,1,0,0,4,2,0
147464,7,1,1,0,0,59,2,1,1,0,0,1,0
66196,5,0,0,0,0,37,2,3,0,0,2,3,2
197142,3,2,2,0,0,49,3,2,0,0,1,3,2
104344,1,5,3,1,1,39,3,3,0,2,5,1,10
49098,3,0,0,1,0,18,1,3,1,1,1,0,7
77786,5,2,1,1,0,45,2,3,1,0,2,0,5
28268,5,0,0,1,0,35,2,1,1,2,2,1,9
15000,5,0,0,0,0,36,4,1,0,0,0,1,1
33517,3,0,0,1,0,35,1,1,0,2,4,1,4
31981,3,0,0,1,0,50,1,3,0,0,1,2,6
48138,4,1,1,0,0,30,1,1,1,0,1,1,2
17616,3,1,1,1,0,36,1,1,0,1,7,0,6
15000,8,2,1,1,0,32,1,1,0,2,6,2,8
60074,4,3,3,0,0,18,2,2,0,1,2,1,0
53908,7,2,1,1,1,42,2,2,1,0,3,0,1
75058,5,0,0,0,0,51,2,1,1,1,0,2,2
20984,3,0,0,0,0,20,2,2,1,0,1,2,4
22066,1,2,2,1,0,25,1,1,1,0,2,0,3
23206,5,1,1,0,0,44,1,1,0,0,1,1,0
52719,8,1,1,0,0,21,2,1,0,0,0,2,1
15000,3,2,2,1,1,44,1,2,0,2,3,0,3
15000,4,1,1,0,1,32,2,3,1,0,1,0,1
46180,2,1,1,1,0,37,1,2,0,2,2,1,4
20954,4,1,1,0,0,51,1,1,1,2,3,2,2
39689,4,2,1,1,0,18,3,3,0,2,4,0,6
127555,1,1,1,1,0,27,3,1,0,5,6,0,5
15000,5,1,1,1,0,20,2,1,0,1,7,2,5
