income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
32325,retired,5,secondary,1,rented,high
193018,retired,4,postgraduate,0,permanent,medium
48869,self_employed,7,primary,0,temporary,low
32116,informal,9,primary,0,rented,low
51491,employed,7,postgraduate,1,permanent,medium
39432,informal,8,primary,0,rented,high
104553,self_employed,7,secondary,0,temporary,high
144429,unemployed,4,graduate,1,permanent,medium
123558,employed,4,graduate,0,temporary,medium
140536,unemployed,5,secondary,1,rented,high
26660,self_employed,9,secondary,1,temporary,high
35187,self_employed,8,none,1,homeless,low
39149,unemployed,9,secondary,1,temporary,high
57152,unemployed,5,primary,0,homeless,medium
399358,informal,3,graduate,1,rented,low
7072,unemployed,4,secondary,0,rented,low
24812,unemployed,6,none,1,homeless,high
36631,retired,5,primary,1,rented,high
175127,self_employed,2,postgraduate,1,permanent,medium
100210,employed,7,primary,0,temporary,low
274739,employed,2,secondary,0,permanent,high
434941,self_employed,4,graduate,0,permanent,low
75737,unemployed,5,primary,1,rented,high
112006,employed,4,postgraduate,1,rented,high
27199,informal,4,primary,1,rented,high
32948,unemployed,9,secondary,1,homeless,medium
80952,employed,4,graduate,1,permanent,low
344158,employed,2,postgraduate,1,permanent,low
133089,self_employed,6,secondary,0,rented,medium
305561,employed,4,postgraduate,1,permanent,high
86064,employed,4,secondary,0,rented,medium
133621,self_employed,5,graduate,0,permanent,medium
71270,informal,7,secondary,0,temporary,high
96511,self_employed,6,graduate,0,rented,high
136910,self_employed,7,graduate,0,rented,medium
34177,unemployed,7,primary,0,homeless,medium
104788,informal,3,primary,1,rented,low
40024,self_employed,4,secondary,0,rented,medium
25748,unemployed,10,none,1,homeless,high
280493,retired,2,graduate,0,rented,low
40971,retired,4,graduate,1,temporary,medium
223334,employed,5,postgraduate,0,permanent,low
16364,informal,5,secondary,1,temporary,high
48913,unemployed,4,primary,0,rented,high
57796,unemployed,6,postgraduate,1,rented,low
99558,informal,7,graduate,0,temporary,medium
37647,self_employed,5,graduate,0,homeless,high
7481,informal,9,primary,1,homeless,high
108997,retired,5,secondary,0,rented,high
137214,informal,3,graduate,0,rented,medium
380511,self_employed,5,graduate,1,permanent,medium
144624,employed,4,primary,1,rented,medium
48050,informal,7,secondary,0,homeless,low
77593,employed,4,secondary,1,permanent,high
21839,unemployed,4,secondary,1,rented,medium
62989,employed,4,secondary,1,rented,medium
14507,informal,10,primary,1,homeless,medium
33847,informal,5,primary,1,temporary,medium
160814,employed,5,graduate,0,permanent,low
89781,informal,6,secondary,0,rented,high
335311,employed,4,postgraduate,0,temporary,low
96595,informal,5,secondary,0,temporary,medium
141338,informal,4,graduate,0,temporary,medium
63582,employed,3,graduate,1,temporary,high
34225,unemployed,9,primary,0,temporary,high
444250,self_employed,3,postgraduate,0,permanent,medium
168108,employed,3,postgraduate,0,permanent,low
434904,employed,4,postgraduate,0,permanent,low
56166,unemployed,10,primary,1,homeless,high
193286,employed,5,none,0,permanent,low
40430,self_employed,5,secondary,0,permanent,high
9614,informal,6,none,0,rented,medium
7479,informal,6,primary,1,temporary,high
141055,employed,6,secondary,1,rented,high
30193,retired,10,none,0,rented,low
24846,employed,9,none,1,temporary,medium
35122,self_employed,6,secondary,0,temporary,high
50605,unemployed,4,secondary,1,temporary,medium
58342,unemployed,3,graduate,0,permanent,high
80334,employed,6,none,0,permanent,medium
93150,unemployed,7,secondary,1,rented,high
49441,unemployed,4,secondary,0,homeless,medium
47518,unemployed,5,secondary,1,homeless,high
149491,informal,3,primary,0,rented,high
27108,self_employed,9,secondary,1,homeless,high
59816,retired,5,none,1,temporary,high
32207,unemployed,6,secondary,1,homeless,high
46431,informal,10,primary,1,temporary,high
470535,self_employed,4,graduate,1,rented,low
46931,unemployed,7,secondary,1,rented,high
37760,informal,4,secondary,1,temporary,high
12700,retired,4,secondary,1,homeless,high
122111,informal,5,primary,0,temporary,low
360841,employed,2,secondary,0,permanent,medium
139406,employed,3,graduate,1,temporary,low
55212,unemployed,4,graduate,0,permanent,high
82688,employed,3,secondary,0,rented,low
68922,unemployed,7,secondary,1,temporary,low
90768,employed,6,graduate,1,homeless,high
50364,informal,6,primary,1,rented,high
24343,informal,10,none,1,homeless,high
70107,unemployed,7,secondary,1,rented,low
52842,employed,10,primary,1,rented,medium
59525,self_employed,3,secondary,0,homeless,medium
95797,informal,6,graduate,1,temporary,medium
54353,unemployed,9,secondary,0,temporary,high
108351,employed,4,secondary,0,permanent,low
343144,self_employed,5,graduate,1,permanent,low
46111,unemployed,9,primary,0,permanent,high
384392,employed,3,postgraduate,0,rented,low
49214,unemployed,4,primary,1,rented,high
41620,informal,8,graduate,0,homeless,high
36358,informal,10,secondary,1,temporary,medium
28115,self_employed,8,secondary,0,temporary,high
109033,self_employed,6,graduate,1,permanent,medium
144844,informal,3,secondary,1,temporary,medium
10042,unemployed,6,primary,0,temporary,high
111896,employed,3,graduate,0,permanent,high
6444,self_employed,5,none,1,temporary,high
143130,employed,7,graduate,0,permanent,medium
143461,employed,5,secondary,0,permanent,low
23637,informal,5,secondary,0,rented,high
51406,informal,9,none,0,temporary,low
97788,employed,4,secondary,1,rented,low
34388,informal,5,secondary,0,temporary,low
340145,self_employed,3,primary,0,homeless,medium
102116,self_employed,7,graduate,1,rented,low
12360,informal,4,primary,1,temporary,high
333818,employed,4,secondary,0,permanent,medium
245713,employed,2,graduate,0,permanent,high
65486,employed,7,graduate,1,homeless,medium
33025,unemployed,6,primary,1,temporary,high
68271,informal,6,graduate,0,permanent,high
95552,informal,6,primary,0,temporary,high
108852,retired,3,postgraduate,0,permanent,high
75825,employed,7,secondary,0,homeless,high
251762,employed,2,postgraduate,0,permanent,low
69428,unemployed,3,secondary,0,rented,medium
48641,self_employed,7,primary,1,rented,high
358500,retired,2,graduate,0,permanent,low
49951,informal,9,none,1,rented,high
43119,unemployed,6,secondary,1,temporary,high
123394,self_employed,5,primary,0,rented,high
46158,unemployed,4,secondary,0,temporary,high
257848,employed,4,secondary,0,rented,high
88891,self_employed,6,secondary,1,temporary,high
17348,self_employed,8,secondary,1,rented,high
139130,self_employed,6,secondary,0,rented,low
80838,informal,4,graduate,1,rented,low
51523,unemployed,9,none,0,homeless,high
13214,unemployed,4,secondary,1,temporary,high
96524,unemployed,3,primary,1,rented,medium
122691,employed,2,postgraduate,0,rented,medium
196878,self_employed,2,secondary,1,rented,low
15522,self_employed,10,graduate,0,rented,high
41832,informal,4,none,0,rented,high
68051,self_employed,6,secondary,0,permanent,low
28253,retired,7,primary,0,temporary,low
12229,informal,7,none,1,rented,high
12583,unemployed,7,secondary,1,homeless,high
78088,retired,6,secondary,0,rented,medium
63500,unemployed,6,graduate,0,permanent,medium
30874,employed,8,none,1,homeless,high
66094,employed,7,graduate,0,temporary,medium
140246,informal,7,graduate,1,rented,low
127382,informal,6,none,0,temporary,medium
37069,informal,9,none,0,rented,medium
43506,retired,6,graduate,0,permanent,medium
446596,self_employed,5,postgraduate,0,permanent,low
27519,self_employed,8,secondary,1,temporary,high
301132,employed,5,graduate,0,permanent,low
470178,employed,5,secondary,0,permanent,medium
126517,informal,7,graduate,0,rented,medium
104840,informal,6,graduate,0,homeless,medium
7956,unemployed,6,primary,1,temporary,medium
11379,employed,6,secondary,0,temporary,high
10566,retired,4,none,0,temporary,high
48107,self_employed,8,secondary,1,temporary,high
25743,unemployed,7,primary,0,rented,medium
37553,informal,10,secondary,0,temporary,low
46644,self_employed,10,primary,1,temporary,high
42586,employed,5,secondary,1,rented,high
75830,unemployed,7,secondary,0,rented,medium
57699,unemployed,9,secondary,0,permanent,medium
140065,informal,3,graduate,0,temporary,medium
147991,informal,6,secondary,1,rented,low
396808,self_employed,2,graduate,0,permanent,medium
79357,self_employed,6,secondary,1,temporary,high
147965,employed,4,secondary,1,permanent,high
21094,self_employed,6,secondary,1,permanent,medium
15443,unemployed,4,primary,1,rented,high
478784,employed,2,secondary,1,permanent,medium
31673,self_employed,9,secondary,0,homeless,medium
12335,informal,8,none,1,homeless,low
232019,employed,2,graduate,0,rented,medium
91111,self_employed,4,postgraduate,0,temporary,high
31763,unemployed,8,primary,1,rented,high
102240,informal,5,postgraduate,1,permanent,medium
111048,self_employed,2,postgraduate,0,rented,low
225659,employed,5,graduate,1,permanent,low
20491,self_employed,7,primary,1,homeless,low
58916,self_employed,6,primary,1,homeless,medium
437866,employed,2,graduate,0,rented,low
83610,informal,3,graduate,1,permanent,medium
146617,informal,5,secondary,0,temporary,medium
143680,informal,3,secondary,1,permanent,high
38840,informal,10,none,1,homeless,medium
267457,employed,3,graduate,0,rented,low
32164,unemployed,7,none,1,homeless,high
392830,self_employed,3,postgraduate,1,permanent,low
31282,informal,8,primary,0,temporary,low
52093,informal,10,none,1,rented,high
64975,self_employed,5,secondary,0,temporary,low
148014,employed,4,secondary,0,temporary,medium
45480,informal,5,primary,1,rented,high
26184,retired,7,secondary,1,rented,medium
11244,informal,4,primary,0,homeless,low
413645,self_employed,2,primary,0,permanent,low
57332,retired,7,primary,0,temporary,medium
35676,unemployed,6,graduate,1,temporary,high
361730,self_employed,4,postgraduate,1,permanent,low
139819,self_employed,7,secondary,1,permanent,low
179306,employed,5,secondary,0,permanent,high
51265,informal,4,none,1,temporary,high
103596,employed,3,graduate,1,temporary,high
194715,self_employed,4,graduate,0,permanent,low
55256,informal,7,none,0,rented,high
23630,informal,9,primary,1,homeless,high
6892,unemployed,10,graduate,1,rented,high
83178,retired,7,none,0,rented,medium
398402,employed,2,postgraduate,0,rented,low
118943,employed,6,secondary,0,rented,medium
18646,unemployed,10,secondary,1,homeless,high
57500,employed,10,none,1,rented,high
29081,informal,7,secondary,1,temporary,medium
32691,self_employed,8,primary,1,temporary,high
454649,employed,3,postgraduate,0,permanent,high
50378,self_employed,6,secondary,1,rented,medium
33031,unemployed,4,secondary,1,rented,high
100903,informal,7,graduate,0,rented,low
53530,informal,5,none,1,temporary,high
81149,informal,6,graduate,0,rented,medium
198142,employed,2,postgraduate,0,rented,medium
40766,employed,3,secondary,0,rented,low
415562,self_employed,4,graduate,1,permanent,low
91773,self_employed,3,primary,0,temporary,high
114058,employed,3,postgraduate,0,permanent,low
24720,self_employed,5,secondary,0,temporary,high
103576,employed,6,graduate,0,rented,low
5516,unemployed,10,graduate,1,homeless,medium
112653,retired,3,secondary,0,rented,medium
147045,self_employed,4,graduate,0,permanent,medium
47487,employed,7,primary,1,rented,high
61146,employed,4,secondary,0,permanent,medium
118918,self_employed,6,primary,0,rented,low
452902,self_employed,4,postgraduate,0,rented,low
54103,unemployed,7,primary,0,rented,high
104713,employed,4,graduate,1,permanent,medium
62900,self_employed,7,primary,0,permanent,medium
19686,informal,6,none,1,homeless,high
461829,self_employed,2,postgraduate,1,permanent,low
158159,retired,2,postgraduate,0,permanent,low
289602,employed,4,postgraduate,0,permanent,low
28837,unemployed,5,primary,0,homeless,medium
59710,self_employed,6,primary,0,temporary,medium
122502,informal,4,graduate,0,rented,high
93648,self_employed,7,graduate,0,temporary,high
57838,informal,4,primary,1,homeless,high
54754,unemployed,9,primary,1,homeless,low
372513,retired,5,graduate,0,permanent,medium
85109,unemployed,5,postgraduate,1,temporary,medium
111358,informal,7,graduate,1,rented,low
65859,self_employed,3,primary,0,rented,medium
40441,unemployed,4,secondary,1,temporary,medium
57205,informal,6,primary,1,rented,low
8928,self_employed,6,secondary,1,temporary,medium
24527,informal,4,secondary,1,homeless,low
122279,informal,7,secondary,0,rented,low
58346,informal,7,graduate,0,permanent,high
338189,employed,5,postgraduate,0,permanent,low
98479,unemployed,7,secondary,0,rented,low
123422,employed,6,graduate,1,rented,medium
38147,unemployed,9,secondary,1,rented,high
99694,employed,4,postgraduate,0,homeless,medium
55842,employed,5,primary,0,permanent,low
36845,unemployed,5,primary,1,temporary,medium
213026,employed,5,primary,0,permanent,high
80593,informal,5,graduate,0,rented,medium
364641,self_employed,5,postgraduate,0,permanent,high
121735,employed,4,postgraduate,0,temporary,medium
76356,informal,4,graduate,0,rented,medium
56224,informal,3,secondary,1,rented,high
64824,self_employed,7,postgraduate,0,homeless,high
56560,unemployed,10,graduate,1,permanent,medium
92664,informal,6,postgraduate,0,permanent,medium
266399,employed,2,secondary,0,permanent,medium
10873,unemployed,7,secondary,0,homeless,high
79062,employed,5,primary,1,permanent,low
127199,employed,3,graduate,0,permanent,medium
35462,informal,4,secondary,1,temporary,medium
43415,informal,5,none,1,temporary,high
123335,informal,4,secondary,1,rented,medium
112764,employed,3,graduate,1,rented,medium
8943,retired,7,primary,0,rented,low
211544,informal,4,secondary,0,permanent,medium
56118,self_employed,7,none,1,temporary,medium
457617,retired,4,none,0,permanent,low
18803,informal,8,primary,1,temporary,low
40560,self_employed,4,secondary,1,rented,low
143193,self_employed,3,secondary,1,rented,medium
58266,unemployed,8,primary,0,homeless,medium
35323,unemployed,5,secondary,0,temporary,high
287601,employed,4,postgraduate,0,homeless,low
37298,retired,9,secondary,0,homeless,medium
23176,informal,7,primary,0,rented,medium
63006,unemployed,4,graduate,0,homeless,low
482152,self_employed,3,postgraduate,0,homeless,low
129218,informal,6,primary,0,rented,medium
269344,employed,5,graduate,0,permanent,medium
478127,employed,4,postgraduate,0,permanent,medium
42474,self_employed,9,primary,1,homeless,low
26576,unemployed,9,secondary,0,permanent,high
275270,self_employed,3,secondary,0,permanent,high
57042,unemployed,4,none,1,homeless,medium
51211,retired,3,secondary,1,rented,low
57585,employed,6,secondary,1,temporary,high
29999,employed,8,none,0,rented,medium
30160,informal,7,none,1,temporary,low
338066,employed,3,secondary,0,permanent,low
400528,employed,4,graduate,0,permanent,medium
7888,unemployed,6,secondary,1,rented,high
110928,self_employed,4,secondary,1,permanent,low
126203,informal,3,secondary,1,rented,high
18131,informal,5,none,1,rented,medium
414448,self_employed,4,graduate,0,permanent,low
122120,employed,2,postgraduate,0,permanent,medium
140708,retired,5,graduate,0,permanent,low
5648,unemployed,4,secondary,0,permanent,medium
288696,employed,2,graduate,0,permanent,medium
41340,unemployed,5,primary,1,homeless,high
89666,informal,3,secondary,0,permanent,medium
